name,birthyear,age
marek seweryn,1957,66
kanybek osmonaliev,1953,70
bong chol ho,1959,64
gyong si han,1954,69
peter baczako,1951,72
rumen aleksandrov,1960,63
frank mantek,1959,64
blagoi blagoev,1956,67
dusan poliacik,1955,68
valentin christov,1956,67
gyorgy szalai,1951,72
daniel nunez aguiar,1958,65
yurik sarkisian,1961,62
tadeusz dembonczyk,1955,68
yanko rusev,1958,65
mincho pashev,1961,62
dimitar zaprianov,1960,63
vladimir kocman,1956,67
radomir kovacevic,1954,69
jurg rothlisberger,1955,68
isaac azcuy oliva,1952,71
detlef ultsch,1955,68
tengiz khubuluri,1955,68
dietmar lorenz,1950,73
henk numan,1955,68
arthur mapp,1953,70
andras ozsvar,1957,66
shota khabareli,1958,65
juan ferrer,1955,68
bernard tchoullouyan,1953,70
harald heinke,1955,68
thierry rey,1959,64
jose rodriguez 1,1959,64
tibor kincses,1960,63
karl heinz lehmann,1957,66
nikolai solodukhin,1955,68
ilian nedkov,1958,65
irina kalinina,1959,64
martina proeber,1963,60
karin guthke,1956,67
falk hoffmann,1952,71
martina jaschke,1960,63
liana tsotadze,1961,62
aleksandr portnov,1961,62
carlos giron,1954,69
giorgio franco cagnotto,1947,76
pascale trinquet hachin,1958,65
magda maros,1951,72
barbara wysoczanska,1949,74
pascal jolyot,1958,65
viktor krovopuskov,1948,75
mikhail burtsev,1956,67
imre gedovari,1951,72
johan harmenberg,1954,69
erno kolszonay,1953,70
valentyn mankin,1938,85
hubert raudaschl,1942,81
karl ferstl,1945,78
alexandre welter,1953,70
lars sigurd bjorkstrom,1943,80
per kjergard,1955,68
peter due,1947,76
goran marstrom,1942,81
jorgen ragnarsson,1954,69
esko rechardt,1958,65
wolfgang mayrhofer,1958,65
andrei balashov,1946,77
eduardo henrique penido,1960,63
marcos pinto rizzo soares,1961,62
egbert swensson,1956,67
jorn borowski,1959,64
georg tallberg,1961,62
jouko lindgren,1955,68
alejandro abascal garcia,1952,71
miguel noguer castellvi,1956,67
david wilkins,1950,73
james wilkinson,1951,72
szabolcs detre,1947,76
zsolt detre,1947,76
elena davydova,1961,62
nadia comaneci,1961,62
maxi gnauck,1964,59
aleksandr dityatin,1957,66
roland bruckner,1955,68
nelli kim,1957,66
natalia shaposhnikova,1961,62
emilia eberle,1964,59
steffi kraker,1960,63
melita ruhn,1965,58
maria filatova,1961,62
nikolay andrianov,1952,71
stoyan deltchev,1959,64
zoltan magyar,1953,70
michael nikolay,1959,64
jiri tabak,1955,68
jan kowalczyk,1941,82
nikolai korolkov,1946,77
joaquin perez de la heras,1936,87
sergei sukhoruchenkov,1956,67
stanislaw lang,1955,68
yuri barinov,1955,68
lothar thoms,1956,67
aleksandr panfilov,1960,63
david weller,1957,66
robert dill bundi,1958,65
alain bondue,1959,64
hans henrik orsted,1954,69
yave cahard,1957,66
sergei kopylov,1960,63
ilia mate,1956,67
slavcho chervenkov,1955,68
julius strnisko,1958,65
zhaksylyk ushkempirov,1951,72
constantin alexandru,1953,70
ferenc seres,1945,78
georgi raikov,1953,70
roman bierla,1957,66
vakhtang blagidze,1954,69
lajos racz,1952,71
mladen mladenov,1957,66
gennadi korban,1949,74
jan dolgowicz,1954,69
pavel pavlov 1,1953,70
aleksandr tomov,1949,74
hassan bchara,1945,78
claudio pollio,1958,65
se hong jang,1953,70
ferenc kocsis,1953,70
anatoli bykov,1953,70
mikko huhtala,1952,71
wladyslaw stecyk,1951,72
nermedin selimov,1954,69
istvan toth 1,1951,72
boris kramorenko,1955,68
saipulla absaidov,1958,65
ivan yankov,1951,72
norbert novenyi,1957,66
igor kanygin,1956,67
petre dicu,1954,69
magomedgasan abushev,1959,64
mikho doukov,1955,68
georgios hadjiioannidis,1951,72
ismail abilov,1951,72
magomedkhan aratsilov,1958,65
istvan kovacs 1,1950,73
valentin raichev,1958,65
dan karabin,1955,68
sanasar oganisian,1960,63
uwe neupert,1957,66
aleksander cichon,1958,65
andrzej supron,1952,71
lars erik skiold,1952,71
soslan andiev,1952,71
jozsef balla,1955,68
adam sandurski,1953,70
shamil serikov,1956,67
benni ljungbeck,1958,65
carsta genauss,1959,64
martina bischof,1957,66
galina kreft alekseeva,1950,73
nina gopova trofimova,1953,70
eva rakusz,1961,62
maria zakarias,1952,71
laszlo foltan 1,1953,70
istvan vaskuti,1955,68
petre capusta,1957,66
borislav ananiev,1955,68
nikolai ilkov,1955,68
antonina melnikova,1958,65
vladimir parfenovich,1958,65
john sumegi,1954,69
vasile diba,1954,69
eckhard leue,1958,65
uwe madeja,null7231,NaN
vasili yurchenko,1950,73
yuri lobanov,1952,71
sergei chukhrai,1955,68
istvan szabo 1,1950,73
istvan joos,1953,70
luis gregorio ramos misione,1953,70
herminio menendez rodriguez,1953,70
rudiger helm,1956,67
alain lebas,1953,70
ion birladeanu,1958,65
guillermo del riego gordon,1958,65
bernd olbricht,1956,67
federico euro roman,1952,71
aleksandr blinov,1954,69
yuri salnikov,1950,73
keto losaberidze,1949,74
natalia butuzova,1954,69
paivi meriluoto aaltonen,1952,71
tomi poikolainen,1961,62
boris isachenko,1958,65
giancarlo ferrari,1942,81
elena khloptseva,1960,63
cornelia linse,1959,64
heidi westphal,1959,64
ute steindorf,1957,66
cornelia klier,1957,66
malgorzata dluzewska,1958,65
czeslawa koscianska,1959,64
stoyanka gruitcheva kubatova,1955,68
joachim dreifke,1952,71
klaus kroppelien,1958,65
zdenek pecka,1954,69
vaclav vochoska,1955,68
jorg landvoigt,1951,72
bernd landvoigt,1951,72
charles wiggin,1950,73
malcolm carmichael,1955,68
sanda toma,1956,67
peter kersten,1958,65
aleksandr baryshnikov,1948,75
udo beyer,1955,68
urszula kielan,1960,63
jutta kirst,1954,69
marita koch,1957,66
jarmila kratohvilova,1951,72
christina brehmer lathan,1958,65
marlies oelsner gohr,1958,65
ingrid auerswald lange,1957,66
waldemar cierpinski,1950,73
gerard nijboer,1955,68
setymkul dzhumanazarov,1951,72
jorge llopart ribas,1952,71
ilona schoknecht slupianek,1956,67
margitta droese pufe,1952,71
roland wieser,1956,67
thomas munkelt,1952,71
aleksandr puchkov,1957,66
jurgen straub,1953,70
steve ovett,1955,68
gerd wessig,1959,64
jacek wszola,1956,67
jorg freimuth,1961,62
miruts yifter,1944,79
kaarlo maaninka,1953,70
wladyslaw kozakiewicz,1953,70
tadeusz slusarski,1950,73
konstantin volkov,1960,63
dainis kula,1959,64
aleksandr makarov,1951,72
wolfgang hanisch,1951,72
evelin schlaak jahl,1956,67
maria vergova petkova,1950,73
suleiman nyambui,1953,70
tatiana kolpakova,1959,64
brigitte wujak,1955,68
tatiana skachko,1954,69
nikolai kirov,1957,66
bronislaw malinowski,1951,72
filbert bayi,1953,70
eshetu tura,1950,73
nadezhda tkachenko,1948,75
olga rukavishnikova,1955,68
olga kuragina,1959,64
maria colon,1958,65
saida gunba,1959,64
ute hommola,1952,71
volker beck,1956,67
gary oakes,1958,65
viktor markin,1957,66
richard mitchell,1955,68
frank schaffer,1958,65
barbel eckert wockel,1955,68
natalia bochina,1962,61
lutz dombrowski,1959,64
frank paschek,1956,67
vera komisova,1953,70
johanna schaller klier,1952,71
lucyna langer,1956,67
pietro mennea,1952,71
allan wells,1952,71
donald quarrie,1951,72
yuri kutsenko,1952,71
sergei zhelanov,1957,66
yaak uudmae,1954,69
viktor saneev,1945,78
joao carlos de oliveira,1954,69
viktor rashchupkin,1950,73
imrich bugar,1955,68
luis delis,1957,66
nadezhda olizarenko,1953,70
olga mineeva,1952,71
tatiana providokhina,1953,70
tatiana kazankina,1951,72
christiane stoll wartenberg,1956,67
silvio leonard sarria,1954,69
peter petrov,1955,68
anatoli starostin,1960,63
tamas szombathelyi,1953,70
pavel lednev,1943,80
elisabeth max theurer,1956,67
yuri kovshov,1951,72
viktor ugryumov,1939,84
hans kjeld rasmussen,1954,69
lars goran carlsson,1949,74
roberto castrillo garcia,1941,82
rustam yambulatov,1950,73
jorg damme,1959,64
karoly varga,1955,68
hellfried heilfort,1955,68
petar zaprianov,1959,64
igor sokolov,1958,65
thomas pfeffer,1957,66
aleksandr gazov,1946,77
viktor vlasov 1,1951,72
bernd hartstein,1947,76
sven johansson,1945,78
jurgen wiefel,1952,71
gerhard petritsch,1940,83
harald vollmar,1947,76
caren metschuck,1963,60
andrea pollack,1961,62
christiane knacke,1962,61
sergei fesenko,1959,64
philip hubble,1960,63
roger pyttel,1957,66
barbara krause,1959,64
ines diers,1963,60
dunkan goodhew,1957,66
lina kachushite,1963,60
svetlana varganova,1964,59
yulia bogdanova,1964,59
rica reinisch,1965,58
ina kleber,1964,59
petra riedel,1964,59
petra schneider,1963,60
sharron elizabeth davies,1962,61
agnieszka czopek,1964,59
par arvidsson,1960,63
david lopez zubero purcell,1959,64
carmela schmidt,1962,61
sergei koplyakov,1959,64
andrei krylov,1956,67
graeme brewer,1958,65
cornelia polit,1963,60
birgit treiber,1960,63
alban vermes,1957,66
jorg woithe,1963,60
per holmertz,1960,63
michelle ford,1962,61
heike dahne,1961,62
bengt baron,1962,61
viktor kuznetsov,1961,62
zoltan verraszto,1956,67
ute geweniger,1964,59
elvira vasilkova,1962,61
susanne schultz nielsson,1960,63
sandor wladar,1963,60
mark kerry,1959,64
aleksandr chaev,1962,61
maxwell metzker,1960,63
ivar stukolkin,1960,63
ines geissler,1963,60
sybille schonrock,1964,59
armando martinez,1961,62
aleksandr koshkin,1959,64
jan franek,1960,63
detlef kastner,1958,65
patrizio oliva,1959,64
serik konakbaev,1959,64
anthony willis,1960,63
jose aguilar,1959,64
angel herrera vera,1957,66
viktor demianenko,1958,65
kazimierz adach,1957,66
richard nowakowski,1955,68
shamil sabirov,1959,64
hipolito ramos,1954,69
byong uk li,1954,69
teofilo stevenson,1952,71
istvan levai,1957,66
jurgen fanghanel,1951,72
petr lesov,1960,63
viktor miroshnichenko,1959,64
hugh russell,1959,64
janos varadi,1961,62
rudi fink,1958,65
adolfo horta,1957,66
viktor rybakov,1956,67
krzysztof kosedowski,1960,63
juan bautista hernandez perez,1962,61
bernardo jose pinango,1960,63
michael anthony,1957,66
dumitru cipere,1957,66
andres aldama cabrera,1956,67
john mugabi,1960,63
karl heinz kruger,1953,70
kazimierz szczerba,1954,69
slobodan kacar,1957,66
pawel skrzecz,1957,66
herbert bauch,1957,66
ricardo rojas,1955,68
jose gomez 1,1959,64
viktor savchenko 1,1952,71
valentin silaghi,1957,66
jerzy rybicki,1953,70
annie borckink,1951,72
adriana visser,1961,62
sabine becker,1959,64
leah mueller,1951,72
eric heiden,1958,65
kai arne stenshjemmet,1953,70
terje andersen,1952,71
piet kleine,1951,72
tom erik oxholm,1959,64
vladimir lobanov,1953,70
frode ronning,1959,64
bjorg eva jensen,1960,63
beth heiden,1959,64
yevgeny kulikov,1950,73
lieuwe de boer,1951,72
hans rinn,1953,70
norbert hahn,1954,69
peter gschnitzer,1953,70
karl brunner,1951,72
georg fluckinger,1955,68
karl schrott,1953,70
bernhard glass,1957,66
anton winkler,1954,69
vera zozula,1956,67
melitta sollmann,1958,65
ingrida amantova,1960,63
erich scharer,1946,77
joseph benz,1944,79
bernhard germeshausen,1951,72
hans jurgen gerhardt,1954,69
meinhard nehmer,1941,82
barbara petzold,1955,68
hilkka riihivuori,1952,71
helena takalo,1947,76
juha mieto,1949,74
ove aunli,1956,67
vasily rochev,1951,72
ivan lebanov,1957,66
irina rodnina,1949,74
aleksandr zaytsev,1952,71
marina cherkasova 1,1964,59
sergey shakray,1958,65
manuela mager,1962,61
uwe bewersdorff,1958,65
robin cousins,1957,66
jan hoffmann,1955,68
charles tickner,1953,70
natalya linichuk,1956,67
gennady karponosov,1950,73
krisztina regoczy,1955,68
andras sallay,1953,70
irina moiseyeva,1955,68
andrey minenkov,1954,69
anett potzsch,1960,63
linda fratianne,1960,63
dagmar lurz,1959,64
anatoly alyabyev,1951,72
frank ullrich,1958,65
eberhard rosch,1959,64
vladimir alikin,1957,66
ulrich wehling,1952,71
konrad winkler,1955,68
anton innauer,1958,65
manfred deckert,1961,62
hirokazu yagi,1959,64
jouko tormanen,1954,69
hubert neuper,1960,63
annemarie moser proll,null7524,NaN
hanni wenzel,1956,67
marie theres nadig,1954,69
ingemar stenmark,1956,67
jacques luthy,1959,64
hans enn,1958,65
irene epple,1957,66
leonhard stock,1958,65
peter wirnsberger,1958,65
steve podborski,1957,66
erika hess,1962,61
haruki uemura,1951,72
keith remfry,1947,76
shota chochoshvili,1950,73
vladimir nevzorov,1952,71
koji kuramoto,1951,72
patrick vial,1946,77
marian talaj,1950,73
kazuhiro ninomiya,1946,77
ramaz kharshiladze,1951,72
david colin starbrook,1945,78
isamu sonoda,1946,77
valeri dvoinikov,1950,73
young chul park 1,1954,69
slavko obadov,1948,75
sumio endo,1950,73
allen james coage,1943,80
hector rodriguez torres,1951,72
jozsef tuncsik,1949,74
felice mariani,1954,69
karlheinz smieszek,1948,75
ulrich lind,1942,81
gennadi lushchikov,1948,75
aleksandr kedyarov,1947,76
jerzy greszkiewicz,1950,73
uwe potteck,1955,68
rudolf dollinger,1944,79
josef panacek,1937,86
eric swinkels,1949,74
wieslaw gawlikowski,1951,72
donald stanley haldeman,1947,76
armando da silva marques,1937,86
ubaldesco baldi,1944,79
lanny bassham,1947,76
margaret thompson murdock,1942,81
werner seibold,1948,75
norbert klaar,1954,69
roberto ferraris,1952,71
harry boldt,1930,93
janusz pyciak peciak,1949,74
jan bartu,1955,68
luann marie ryon,1953,70
valentina kovpan,1950,73
zebiniso rustamova,1955,68
hiroshi michinaga,1956,67
grzegorz cziura,1952,71
kenkichi ando,1950,73
valeri shary,1947,76
trendafil stoitchev,1953,70
pyotr korol,1941,82
daniel senet,1953,70
kazimierz czarnecki,1948,75
vasily alekseyev,1942,81
gerd bonk,1951,72
helmut losch,1947,76
yordan mitkov,1956,67
vartan militosyan,1950,73
peter wenzel,1952,71
david rigert,1947,76
lee roy jr james,1953,70
atanas shopov,1951,72
nikolai kolesnikov,1952,71
georghi todorov 1,1952,71
kazumasa hirai,1949,74
aleksandr voronin,1951,72
gyorgy koszegi,1950,73
mohammad nassiri seresht,1945,78
edmund sloane coffin,1955,68
john michael plumb,1940,83
karl schultz,1937,86
vladimir nazlymov,1945,78
viktor sidyak,1943,80
fabio dal zotto,1957,66
bernard talvard,1947,76
alexander pusch,1955,68
hans jurgen hehn,1944,79
gyozo kulcsar,1940,83
ildiko schwarczenberger,1951,72
maria consolata collino,1947,76
elena novikova belova,1947,76
alwin schockemohle,1937,86
michel vaillancourt,1954,69
francois mathy,1944,79
mike bruner,1956,67
steven garrett gregg,1955,68
william ronald jr forrester,1957,66
kornelia ender,1958,65
petra priemer,1961,62
enith brigitha,1955,68
shirley farber babashoff,1957,66
bruce macfarlane furniss,1957,66
john phillips naber,1956,67
jim montgomery,1955,68
hannelore anke,1957,66
lyubov rusanova,1954,69
marina koshevaya,1960,63
wendy lansbach boglioli,1955,68
brian stuart goodell,1959,64
robert william hackett,1959,64
stephen holland,1958,65
ulrike tauber,1958,65
rosemarie kother gabriel,1956,67
david andrew wilkie,1954,69
john frederick hencken,1954,69
richard phillip jr colella,1951,72
peter drake rocca,1957,66
roland matthes,1950,73
petra thumer,1961,62
shannon smith,1961,62
ulrike richter,1959,64
nancy ellen garapick,1961,62
rodney strachan,1955,68
alexander timothy mckee,1953,70
andrei smirnov,1957,66
daniel lee harrigan,1955,68
wendy elizabeth weinberg,1968,55
cheryl gibson,1959,64
jack jr babashoff,1955,68
peter nocke,1955,68
matthew haynes vogel,1957,66
joseph stuart bottom,1955,68
gary jr hall,1974,49
timothy andrew shaw,1957,66
vladimir raskatov,1957,66
bernt johansson,1953,70
giuseppe martinelli,1955,68
mieczyslaw nowicki,1951,72
jochen schumann,1954,69
john edwin bertrand,1946,77
john osborn,1945,78
reginald j white,1935,88
david rockwell mcfaull,1948,75
michael jon rothwell,1953,70
jorg schmall,1943,80
jorg spengler,1938,85
eckart diesch,1954,69
jorg diesch,1951,72
julian brooke houghton,1946,77
rodney stuart pattisson,1943,80
peter ficker,1951,72
reinaldo conrad,1942,81
ingvar hansson,1947,76
john albrechtson,1936,87
conrad francis findlay,1930,93
dennis walter conner,1942,81
frank hubner,1950,73
harro bode,1951,72
antonio gorostegui ceballos,1954,69
pedro luis millet soler,1952,71
ian brown,1954,69
ian ruff,1946,77
miklos nemeth 1,1946,77
hannu juhani siitonen,1949,74
gheorghe megelea,1954,69
gunhild hoffmeister,1944,79
ulrike klapezynski bruns,1953,70
siegrun siegl,1954,69
christine bodner laser,1951,72
burglinde pollak,1951,72
antti tapani kalliomaki,1947,76
david luther roberts,1951,72
lasse viren,1949,74
brendan foster,1948,75
william bruce jenner,1949,74
guido kratschmer,1953,70
nikolai avilov,1948,75
alberto juantorena,1950,73
frederick vaughn newhouse,1948,75
herman ronald frazier,1954,69
gabriele hinzmann,1947,76
ivo van damme,1954,69
richard charles wohlhuter,1948,75
dick theodorus quax,1948,75
klaus peter hildenbrand,1952,71
john walker 1,1952,71
paul heinz wellmann,1952,71
james a butts,1950,73
gregory joy,1956,67
dwight edwin stones,1953,70
ivanka mikailova christova todorova,1941,82
nadezhda chizhova,1945,78
helena fibingerova,1949,74
michael lyle shine,1953,70
yevgeni gavrilenko,1951,72
angela voigt,1951,72
catherine laverne mcmillan,1957,66
anders garderud,1946,77
frank baumgartl,1955,68
millard frank jr hampton,1956,67
dwayne eugene evans,1958,65
hasely crawford,1950,73
valeriy borzov,1949,74
tatiana anisimova,1949,74
natalya lebedeva,1949,74
guy drut,1950,73
willie davenport,1943,80
renate stecher,1950,73
inge helten,1950,73
yevgeni mironov,1949,74
wolfgang schmidt,1954,69
elfi zinn,1953,70
arnie robinson,1948,75
randel luvelle williams,1953,70
frank wartenberg,1955,68
irena szewinska,1946,77
ellen stropahl streidt,1952,71
ruth fuchs,1946,77
marion becker steiner,1950,73
kathryn joan schmidt,1953,70
rosemarie witschas ackermann,1952,71
yordanka blagoeva dimitrova,1947,76
aleksei spiridonov,1951,72
anatoli bondarchuk,1940,83
daniel bautista rocha,1952,71
